rank,composite,rho,hof,d,p,maxtan,smiles
49,1.0114182071755162,1.9770662784576416,180.33822631835938,9.34161376953125,40.62801742553711,0.0,O=[N+]([O-])Nn1nnnc1-c1nnnn1N[N+](=O)[O-]
50,1.0113620561647745,1.971506118774414,153.71615600585938,9.426179885864258,39.14942169189453,0.0,O=[N+]([O-])c1nnc([N+](=O)[O-])n1O
51,1.010860324578613,1.9866676330566406,265.9735412597656,9.462835311889648,40.07325744628906,0.0,O=[N+]([O-])c1nc2c([N+](=O)[O-])nnc-2n([N+](=O)[O-])n1
52,1.010547945769609,2.0071756839752197,197.365234375,9.460054397583008,40.61335754394531,0.0,O=[N+]([O-])c1nc2nnnn2c([N+](=O)[O-])c1[N+](=O)[O-]
53,1.0102601680346415,1.9826728105545044,169.45452880859375,9.532415390014648,40.52593231201172,0.0,O=c1c([N+](=O)[O-])nc2c([N+](=O)[O-])onc2n1[N+](=O)[O-]
54,1.010042477444495,1.9763784408569336,230.27114868164062,9.35127067565918,39.78305435180664,0.0,O=c1n([N+](=O)[O-])c2nnnn2c2nnnn12
55,1.0099203890214847,1.9714741706848145,169.30694580078125,9.578908920288086,39.78047180175781,0.0,O=c1n(N[N+](=O)[O-])c([N+](=O)[O-])nc2nc([N+](=O)[O-])nn12
56,1.0096706804410418,1.9983311891555786,135.67483520507812,9.630023956298828,41.06018829345703,0.0,O=[N+]([O-])C1=Nc2c(nnn2[N+](=O)[O-])ON1[N+](=O)[O-]
57,1.0094232532421992,1.984359622001648,254.158203125,9.45004940032959,40.10884475708008,0.0,O=[N+]([O-])c1nnn2c([N+](=O)[O-])nnc2c1[N+](=O)[O-]
58,1.0094087376003387,1.9947021007537842,134.97610473632812,9.615738868713379,40.66625213623047,0.0,O=c1c2nn([N+](=O)[O-])nc2n([N+](=O)[O-])c(=O)n1[N+](=O)[O-]
59,1.0089114273220994,1.9881629943847656,195.94869995117188,9.319694519042969,40.15290069580078,0.0,O=[N+]([O-])c1nn2c([N+](=O)[O-])nnc2o1
60,1.00812729611771,1.9559845924377441,199.4920654296875,9.477590560913086,39.84474563598633,0.0,O=[N+]([O-])Nc1nc2n([N+](=O)[O-])nc([N+](=O)[O-])n2n1
61,1.0077170802689275,1.959057092666626,221.54843139648438,9.598947525024414,39.584129333496094,0.0,O=c1nc([N+](=O)[O-])nc2n(N[N+](=O)[O-])c([N+](=O)[O-])nn12
62,1.0076575414200097,1.9974164962768555,249.29855346679688,9.321474075317383,39.87281799316406,0.0,O=[N+]([O-])c1nnc2nnc([N+](=O)[O-])n2n1
63,1.0075370948054376,1.9835147857666016,186.37939453125,9.58154296875,40.776084899902344,0.0,O=[N+]([O-])c1nnc(N([N+](=O)[O-])[N+](=O)[O-])[nH]1
64,1.0075370948054376,1.9669084548950195,213.63070678710938,9.573432922363281,40.087379455566406,0.0,O=[N+]([O-])c1ncn(N([N+](=O)[O-])[N+](=O)[O-])n1
65,1.0070813611748333,1.9715896844863892,169.91799926757812,9.468338012695312,39.844181060791016,0.0,O=[N+]([O-])Nc1nc([N+](=O)[O-])c2nnc([N+](=O)[O-])n2n1
66,1.0068785408549714,1.980433702468872,151.6954345703125,9.491788864135742,39.59163284301758,0.0,O=c1c2c(nnn1N[N+](=O)[O-])c([N+](=O)[O-])nn2[N+](=O)[O-]
67,1.0068734767552767,1.9635310173034668,231.85104370117188,9.483642578125,39.43768310546875,0.0,O=c1nc2n([N+](=O)[O-])nc([N+](=O)[O-])nc-2nc1[N+](=O)[O-]
68,1.0065049116990616,1.9634822607040405,218.7911376953125,9.457189559936523,39.90440368652344,0.0,O=[N+]([O-])Nc1nc([N+](=O)[O-])nn2c([N+](=O)[O-])nnc12
69,1.0060447262273093,1.9918243885040283,221.04931640625,9.462373733520508,40.44920349121094,0.0,O=[N+]([O-])C1=C(c2nonc2[N+](=O)[O-])N1[N+](=O)[O-]
70,1.0059486749346294,1.975774884223938,233.90756225585938,9.471800804138184,38.22074890136719,0.0,O=[N+]([O-])c1c(-c2no[n+]([O-])c2-c2no[n+]([O-])c2[N+](=O)[O-])no[n+]1[O-]
71,1.0057801895249965,1.9665813446044922,176.00814819335938,9.509992599487305,39.411895751953125,0.0,O=c1c2nc([N+](=O)[O-])nn2c([N+](=O)[O-])nn1N[N+](=O)[O-]
